Dia_da_Semana;Data;Hora;Temperatura;Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Irradiacao;energia_gerada
sex;21/01/2022;18:00;;;;;;21309
sex;21/01/2022;19:00;;;;;;21321
sex;21/01/2022;20:00;;;;;;21333
sex;21/01/2022;21:00;;;;;;21345
sex;21/01/2022;22:00;;;;;;21357
sex;21/01/2022;23:00;;;;;;21369
sáb;22/01/2022;0:00;;;;;;21381
sáb;22/01/2022;1:00;;;;;;21393
sáb;22/01/2022;2:00;;;;;;21405
sáb;22/01/2022;3:00;;;;;;21417
sáb;22/01/2022;4:00;;;;;;21429
sáb;22/01/2022;5:00;;;;;;21441
sáb;22/01/2022;6:00;;;;;;21453
sáb;22/01/2022;7:00;;;;;;21465
sáb;22/01/2022;8:00;;;;;;21477
sáb;22/01/2022;9:00;;;;;;21489
sáb;22/01/2022;10:00;;;;;;21501
sáb;22/01/2022;11:00;;;;;;21513
sáb;22/01/2022;12:00;27,8;0;129;;286,2;21525
sáb;22/01/2022;13:00;29,2;1,6;129;7,2;1628,2;21537
sáb;22/01/2022;14:00;28,3;2,4;129;6,7;1630,7;21549
sáb;22/01/2022;15:00;29,9;1,9;129;7,6;1958,3;21561
sáb;22/01/2022;16:00;28,5;1,3;129;7,8;2174,1;21573
sáb;22/01/2022;17:00;28,9;4,3;129;9,4;1528,5;21585
sáb;22/01/2022;18:00;28,7;3,4;129;9,4;1910;21597
sáb;22/01/2022;19:00;27,9;3;129;7,8;1025,1;21609
sáb;22/01/2022;20:00;27,9;1,8;129;8,2;1103,7;21621
sáb;22/01/2022;21:00;27,4;3,2;129;6,5;172,8;21633
sáb;22/01/2022;22:00;27,3;2;129;6,8;7,3;21645
sáb;22/01/2022;23:00;27,2;1;129;7,5;;21657
dom;23/01/2022;0:00;27,3;2,3;129;7,6;;21669
dom;23/01/2022;1:00;27,1;2;129;7,6;;21681
dom;23/01/2022;2:00;27,1;1,3;129;6,6;;21693
dom;23/01/2022;3:00;26,8;0;129;6,4;;21705
dom;23/01/2022;4:00;26,8;2,5;129;7,2;;21717
dom;23/01/2022;5:00;26,6;1,2;129;7,4;;21729
dom;23/01/2022;6:00;26,7;0,2;129;7;;21741
dom;23/01/2022;7:00;26,7;1,2;129;6;;21753
dom;23/01/2022;8:00;26,4;0,7;129;6;;21765
dom;23/01/2022;9:00;26,5;0,2;129;5,3;;21777
dom;23/01/2022;10:00;26,8;1;129;6,2;61,9;21789
dom;23/01/2022;11:00;27,3;2,4;129;8;279,9;21801
dom;23/01/2022;12:00;28,8;2,1;129;8,6;478,6;21813
dom;23/01/2022;13:00;28,8;3,6;129;8;1431,8;21825
dom;23/01/2022;14:00;29,3;2,8;129;7,9;2290,8;21837
dom;23/01/2022;15:00;29,4;3,1;129;8,9;2048,2;21849
dom;23/01/2022;16:00;28,9;3,8;129;8,3;2207,9;21861
dom;23/01/2022;17:00;29,3;3,6;129;7,9;2147,5;21873
dom;23/01/2022;18:00;28;0,9;129;8,8;1108,2;21885
dom;23/01/2022;19:00;27,6;0,8;129;7,6;235,1;21897
dom;23/01/2022;20:00;27,9;2,9;129;7,1;507,8;21909
dom;23/01/2022;21:00;27,5;1,6;129;7,2;386,2;21921
dom;23/01/2022;22:00;27,4;2,6;129;7,7;19,4;21933
dom;23/01/2022;23:00;27,4;3,4;129;8,2;;21945
seg;24/01/2022;0:00;26,3;0,7;129;8,2;;21957
seg;24/01/2022;1:00;26;0;129;8,4;;21969
seg;24/01/2022;2:00;;;;;;21981
seg;24/01/2022;3:00;;;;;;21993
seg;24/01/2022;4:00;;;;;;22005
seg;24/01/2022;5:00;;;;;;22017
seg;24/01/2022;6:00;;;;;;22029
seg;24/01/2022;7:00;;;;;;22041
seg;24/01/2022;8:00;;;;;;22053
seg;24/01/2022;9:00;;;;;;22065
seg;24/01/2022;10:00;;;;;;22077
seg;24/01/2022;11:00;;;;;;22089
seg;24/01/2022;12:00;;;;;;22101
seg;24/01/2022;13:00;;;;;;22113
seg;24/01/2022;14:00;28,3;1,8;129;;362,1;22125
seg;24/01/2022;15:00;28,1;0,7;129;8;1332,2;22137
seg;24/01/2022;16:00;28,3;1,9;129;7,2;1413,1;22149
seg;24/01/2022;17:00;28,3;1,6;129;7,2;1774,6;22161
seg;24/01/2022;18:00;27,9;1,5;129;7,3;1464,3;22173
seg;24/01/2022;19:00;27,7;2,3;129;7,8;958,5;22185
seg;24/01/2022;20:00;27,4;1,7;129;8,2;529,2;22197
seg;24/01/2022;21:00;27,1;1,1;129;7,5;209,7;22209
seg;24/01/2022;22:00;27;2;129;7,4;13,1;22221
seg;24/01/2022;23:00;27;1,9;129;7,1;;22233
ter;25/01/2022;0:00;26,9;0,5;129;7,3;;22245
ter;25/01/2022;1:00;26,9;0,3;129;6,5;;22257
ter;25/01/2022;2:00;26,9;0,9;129;6,9;;22269
ter;25/01/2022;3:00;26,9;1,3;129;7,4;;22281
ter;25/01/2022;4:00;26,7;0,1;129;7,4;;22293
ter;25/01/2022;5:00;;;;;;22305
ter;25/01/2022;6:00;;;;;;22317
ter;25/01/2022;7:00;;;;;;22329
ter;25/01/2022;8:00;;;;;;22341
ter;25/01/2022;9:00;;;;;;22353
ter;25/01/2022;10:00;;;;;;22365
ter;25/01/2022;11:00;;;;;;22377
ter;25/01/2022;12:00;;;;;;22389
ter;25/01/2022;13:00;;;;;;22401
ter;25/01/2022;14:00;;;;;;22413
ter;25/01/2022;15:00;;;;;;22425
ter;25/01/2022;16:00;;;;;;22437
ter;25/01/2022;17:00;;;;;;22449
ter;25/01/2022;18:00;29,1;3,4;129;;1203,9;22461
ter;25/01/2022;19:00;28,7;3,2;129;8,4;1579,9;22473
ter;25/01/2022;20:00;28,3;2,2;129;8,7;1309,5;22485
ter;25/01/2022;21:00;27,4;1,8;129;8,1;452,9;22497
ter;25/01/2022;22:00;27,2;2;129;6,9;14,6;22509
ter;25/01/2022;23:00;27,2;2,3;129;7,1;;22521
qua;26/01/2022;0:00;27,2;2,8;129;8;;22533
qua;26/01/2022;1:00;27,1;0,3;129;8;;22545
qua;26/01/2022;2:00;27,1;3,3;129;7,5;;22557
qua;26/01/2022;3:00;27;0,3;129;8;;22569
qua;26/01/2022;4:00;26,8;0,3;129;8;;22581
qua;26/01/2022;5:00;26,8;0,4;129;5,9;;22593
qua;26/01/2022;6:00;26,7;0,3;129;6,9;;22605
qua;26/01/2022;7:00;26,6;0;129;3,9;;22617
qua;26/01/2022;8:00;26,4;0;129;4,9;;22629
qua;26/01/2022;9:00;;;;;;22641
qua;26/01/2022;10:00;;;;;;22653
qua;26/01/2022;11:00;;;;;;22665
qua;26/01/2022;12:00;;;;;;22677
qua;26/01/2022;13:00;;;;;;22689
qua;26/01/2022;14:00;;;;;;22701
qua;26/01/2022;15:00;;;;;;22713
qua;26/01/2022;16:00;;;;;;22725
qua;26/01/2022;17:00;;;;;;22737
qua;26/01/2022;18:00;;;;;;22749
qua;26/01/2022;19:00;;;;;;22761
qua;26/01/2022;20:00;;;;;;22773
qua;26/01/2022;21:00;;;;;;22785
qua;26/01/2022;22:00;;;;;;22797
qua;26/01/2022;23:00;;;;;;22809
qui;27/01/2022;0:00;;;;;;22821
qui;27/01/2022;1:00;;;;;;22833
qui;27/01/2022;2:00;;;;;;22845
qui;27/01/2022;3:00;;;;;;22857
qui;27/01/2022;4:00;;;;;;22869
qui;27/01/2022;5:00;;;;;;22881
qui;27/01/2022;6:00;;;;;;22893
qui;27/01/2022;7:00;;;;;;22905
qui;27/01/2022;8:00;;;;;;22917
qui;27/01/2022;9:00;;;;;;22929
qui;27/01/2022;10:00;;;;;;22941
qui;27/01/2022;11:00;;;;;;22953
qui;27/01/2022;12:00;;;;;;22965
qui;27/01/2022;13:00;27;0;129;;744,7;22977
qui;27/01/2022;14:00;27,4;0,4;129;5,4;1072,9;22989
qui;27/01/2022;15:00;26,2;2,7;129;9;1240;23001
qui;27/01/2022;16:00;24,9;0,6;129;11;1071,8;23013
qui;27/01/2022;17:00;25,2;0;129;7,5;689,8;23025
qui;27/01/2022;18:00;24,7;0,8;129;5,1;374,1;23037
qui;27/01/2022;19:00;22,7;0,3;125;9,3;193,8;23049
qui;27/01/2022;20:00;21,8;0,3;129;5,8;35,8;23061
qui;27/01/2022;21:00;21,6;0,3;129;6,1;7,2;23073
qui;27/01/2022;22:00;21,5;0;129;5,7;1,5;23085
qui;27/01/2022;23:00;;;;;;23097
sex;28/01/2022;0:00;;;;;;23109
sex;28/01/2022;1:00;;;;;;23121
sex;28/01/2022;2:00;;;;;;23133
sex;28/01/2022;3:00;;;;;;23145
sex;28/01/2022;4:00;;;;;;23157
sex;28/01/2022;5:00;;;;;;23169
sex;28/01/2022;6:00;;;;;;23181
sex;28/01/2022;7:00;;;;;;23193
sex;28/01/2022;8:00;;;;;;23205
sex;28/01/2022;9:00;;;;;;23217
sex;28/01/2022;10:00;;;;;;23229
sex;28/01/2022;11:00;;;;;;23241
sex;28/01/2022;12:00;;;;;;23253
sex;28/01/2022;13:00;;;;;;23265
sex;28/01/2022;14:00;25,1;4,4;129;;563,4;23277
sex;28/01/2022;15:00;25;2,4;125;9,2;907,2;23289
sex;28/01/2022;16:00;26,6;2,4;129;9,1;1468,1;23301
sex;28/01/2022;17:00;26,3;3,9;129;8,8;1653,4;23313
sex;28/01/2022;18:00;23,2;1,7;125;10,4;509,1;23325
sex;28/01/2022;19:00;23,2;2,7;129;7,9;487,7;23337
sex;28/01/2022;20:00;23,3;0,6;129;8,4;370,5;23349
sex;28/01/2022;21:00;23,6;0;129;5,5;116;23361
sex;28/01/2022;22:00;23,1;0,7;129;5,8;3,9;23373
sex;28/01/2022;23:00;22,8;0,8;129;7,9;1,9;23385
sáb;29/01/2022;0:00;22,8;0,7;129;7,9;1,4;23397
sáb;29/01/2022;1:00;22,4;0;129;6,2;2,6;23409
sáb;29/01/2022;2:00;;;;;;23421
sáb;29/01/2022;3:00;;;;;;23433
sáb;29/01/2022;4:00;;;;;;23445
sáb;29/01/2022;5:00;;;;;;23457
sáb;29/01/2022;6:00;;;;;;23469
sáb;29/01/2022;7:00;;;;;;23481
sáb;29/01/2022;8:00;;;;;;23493
sáb;29/01/2022;9:00;;;;;;23505
sáb;29/01/2022;10:00;;;;;;23517
sáb;29/01/2022;11:00;;;;;;23529
sáb;29/01/2022;12:00;;;;;;23541
sáb;29/01/2022;13:00;;;;;;23553
sáb;29/01/2022;14:00;;;;;;23565
sáb;29/01/2022;15:00;24,5;0;129;;418;23577
sáb;29/01/2022;16:00;25,5;0;129;0;898,8;23589
sáb;29/01/2022;17:00;25,6;0;129;2,9;872,9;23601
sáb;29/01/2022;18:00;25,4;0;129;0;664;23613
sáb;29/01/2022;19:00;25,2;0;129;0;392,2;23625
sáb;29/01/2022;20:00;24,9;0;129;0;342,4;23637
sáb;29/01/2022;21:00;24,1;0;129;0;203;23649
sáb;29/01/2022;22:00;23,8;0;129;0,7;16;23661
sáb;29/01/2022;23:00;24,1;1,6;129;6,1;1,4;23673
dom;30/01/2022;0:00;;;;;;23685
dom;30/01/2022;1:00;;;;;;23697
dom;30/01/2022;2:00;;;;;;23709
dom;30/01/2022;3:00;;;;;;23721
dom;30/01/2022;4:00;;;;;;23733
dom;30/01/2022;5:00;;;;;;23745
dom;30/01/2022;6:00;;;;;;23757
dom;30/01/2022;7:00;;;;;;23769
dom;30/01/2022;8:00;;;;;;23781
dom;30/01/2022;9:00;;;;;;23793
dom;30/01/2022;10:00;;;;;;23805
dom;30/01/2022;11:00;;;;;;23817
dom;30/01/2022;12:00;;;;;;23829
dom;30/01/2022;13:00;25,7;;;;93,7;23841
dom;30/01/2022;14:00;27,1;0,5;129;4,4;2565,5;23853
dom;30/01/2022;15:00;28,8;0,2;129;5,3;2050,1;23865
dom;30/01/2022;16:00;27,7;2,3;129;7,9;1408,1;23877
dom;30/01/2022;17:00;27,4;0,7;129;7;1095;23889
dom;30/01/2022;18:00;27,8;3;129;7,6;1289;23901
dom;30/01/2022;19:00;28,4;2,6;129;8,1;1572,9;23913
dom;30/01/2022;20:00;27,4;1,3;129;7,4;1417,3;23925
dom;30/01/2022;21:00;26,9;1,2;129;7,1;326,5;23937
dom;30/01/2022;22:00;26,5;0,6;129;6,7;23,4;23949
dom;30/01/2022;23:00;26,3;0,3;129;6,1;;23961
seg;31/01/2022;0:00;26,5;0;129;6,6;;23973
seg;31/01/2022;1:00;;;;;;23985
seg;31/01/2022;2:00;;;;;;23997
seg;31/01/2022;3:00;;;;;;24009
seg;31/01/2022;4:00;;;;;;24021
seg;31/01/2022;5:00;;;;;;24033
seg;31/01/2022;6:00;;;;;;24045
seg;31/01/2022;7:00;;;;;;24057
seg;31/01/2022;8:00;;;;;;24069
seg;31/01/2022;9:00;;;;;;24081
seg;31/01/2022;10:00;;;;;;24093
seg;31/01/2022;11:00;;;;;;24105
seg;31/01/2022;12:00;;;;;;24117
seg;31/01/2022;13:00;26,3;3,9;129;;1123,5;24129
seg;31/01/2022;14:00;27,1;2,7;129;10,9;2235,9;24141
seg;31/01/2022;15:00;27,8;4,2;129;9,3;2137,7;24153
seg;31/01/2022;16:00;27,6;2,9;129;9,5;1791,3;24165
seg;31/01/2022;17:00;28,2;4,1;129;9,6;1888,1;24177
seg;31/01/2022;18:00;26,3;3,4;129;9,5;1524,2;24189
seg;31/01/2022;19:00;27,3;4,9;129;8,9;1653;24201
seg;31/01/2022;20:00;26,5;2,9;129;8,4;1074,8;24213
seg;31/01/2022;21:00;26,5;2,6;129;7,6;111,6;24225
seg;31/01/2022;22:00;26,1;0,9;129;7,2;3;24237
seg;31/01/2022;23:00;25,5;0,2;129;7;;24249
ter;01/02/2022;0:00;25,6;0,1;129;5,1;;24261
ter;01/02/2022;1:00;26,3;2,5;129;7,5;;24273
ter;01/02/2022;2:00;26,4;3,1;129;8,1;;24285
ter;01/02/2022;3:00;26,1;0,1;129;7,9;;24297
ter;01/02/2022;4:00;26;0;129;6;;24309
ter;01/02/2022;5:00;25,8;0;129;0;;24321
ter;01/02/2022;6:00;;;;;;24333
ter;01/02/2022;7:00;;;;;;24345
ter;01/02/2022;8:00;;;;;;24357
ter;01/02/2022;9:00;;;;;;24369
ter;01/02/2022;10:00;;;;;;24381
ter;01/02/2022;11:00;;;;;;24393
ter;01/02/2022;12:00;;;;;;24405
ter;01/02/2022;13:00;28;2,1;129;;432,8;24417
ter;01/02/2022;14:00;28,2;1,7;129;7,9;1211,3;24429
ter;01/02/2022;15:00;28,4;3,5;129;8,4;1597,5;24441
ter;01/02/2022;16:00;28,6;3,8;129;9,6;2015,6;24453
ter;01/02/2022;17:00;29,1;2,1;129;8,8;1492,3;24465
ter;01/02/2022;18:00;29,1;2;129;8;1852,1;24477
ter;01/02/2022;19:00;28,6;1,9;129;8,7;2068,9;24489
ter;01/02/2022;20:00;27,8;3,2;129;8,2;1223,3;24501
ter;01/02/2022;21:00;27,2;0,8;129;8;354,7;24513
ter;01/02/2022;22:00;26,9;2,9;129;9,2;9;24525
ter;01/02/2022;23:00;26,8;1,4;129;8,7;;24537
qua;02/02/2022;0:00;26,9;1,9;129;8,6;;24549
qua;02/02/2022;1:00;26,8;1,5;129;7,8;;24561
qua;02/02/2022;2:00;26,9;2,2;129;7,8;;24573
qua;02/02/2022;3:00;26,6;1;129;7,6;;24585
qua;02/02/2022;4:00;;;;;;24597
qua;02/02/2022;5:00;;;;;;24609
qua;02/02/2022;6:00;;;;;;24621
qua;02/02/2022;7:00;;;;;;24633
qua;02/02/2022;8:00;;;;;;24645
qua;02/02/2022;9:00;;;;;;24657
qua;02/02/2022;10:00;;;;;;24669
qua;02/02/2022;11:00;;;;;;24681
qua;02/02/2022;12:00;;;;;;24693
qua;02/02/2022;13:00;;;;;;24705
qua;02/02/2022;14:00;;;;;;24717
qua;02/02/2022;15:00;25,7;0,8;129;;626,3;24729
qua;02/02/2022;16:00;26,3;4,5;124;11,6;1142,5;24741
qua;02/02/2022;17:00;26,5;4,3;124;12,7;1422,7;24753
qua;02/02/2022;18:00;26,6;4;124;9,9;1381,3;24765
qua;02/02/2022;19:00;26,4;2,9;124;9,7;1328,3;24777
qua;02/02/2022;20:00;26,9;2,9;124;8,2;1226,1;24789
qua;02/02/2022;21:00;26,1;1,7;124;7,5;537,3;24801
qua;02/02/2022;22:00;25,8;0;124;6,7;31,2;24813
qua;02/02/2022;23:00;25,3;1,9;124;6,8;;24825
qui;03/02/2022;0:00;25,7;1,2;124;6,8;;24837
qui;03/02/2022;1:00;25,9;0;124;6,5;;24849
qui;03/02/2022;2:00;26,3;2,5;124;9;;24861
qui;03/02/2022;3:00;26,3;1,2;124;9;;24873
qui;03/02/2022;4:00;;;;;;24885
qui;03/02/2022;5:00;;;;;;24897
qui;03/02/2022;6:00;;;;;;24909
qui;03/02/2022;7:00;;;;;;24921
qui;03/02/2022;8:00;;;;;;24933
qui;03/02/2022;9:00;;;;;;24945
qui;03/02/2022;10:00;;;;;;24957
qui;03/02/2022;11:00;;;;;;24969
qui;03/02/2022;12:00;;;;;;24981
qui;03/02/2022;13:00;27,7;4,6;124;;394,9;24993
qui;03/02/2022;14:00;27,9;3,2;124;8,6;1176,2;25005
qui;03/02/2022;15:00;28,8;2,5;124;8,4;1768,6;25017
qui;03/02/2022;16:00;28,8;4,7;124;9,6;2055,6;25029
qui;03/02/2022;17:00;28,5;4,4;124;10,2;1624,2;25041
qui;03/02/2022;18:00;28,9;3;124;10,7;1461,1;25053
qui;03/02/2022;19:00;28,5;3,1;124;8,9;2134,9;25065
qui;03/02/2022;20:00;28;2,9;124;8,9;1024,9;25077
qui;03/02/2022;21:00;27,2;1,4;124;8,3;365,6;25089
qui;03/02/2022;22:00;26,4;0,5;124;6,8;14,9;25101
qui;03/02/2022;23:00;26,4;0,7;124;6,5;;25113
sex;04/02/2022;0:00;26;0,9;124;7;;25125
sex;04/02/2022;1:00;26,5;1;124;6,6;;25137
sex;04/02/2022;2:00;26;0,5;124;10,9;;25149
sex;04/02/2022;3:00;26,1;0,3;124;5,5;;25161
sex;04/02/2022;4:00;26,3;0,4;124;5,7;;25173
sex;04/02/2022;5:00;26,1;0,9;124;6,8;;25185
sex;04/02/2022;6:00;25,8;0;124;6,1;;25197
sex;04/02/2022;7:00;25,8;0;124;3,3;;25209
sex;04/02/2022;8:00;23,9;0;124;7,5;;25221
sex;04/02/2022;9:00;;;;;;25233
sex;04/02/2022;10:00;;;;;;25245
sex;04/02/2022;11:00;;;;;;25257
sex;04/02/2022;12:00;;;;;;25269
sex;04/02/2022;13:00;28,2;3,1;124;;585,3;25281
sex;04/02/2022;14:00;28,4;4;124;8,9;1698,3;25293
sex;04/02/2022;15:00;26,1;4,8;124;10,5;1883,9;25305
sex;04/02/2022;16:00;25,6;0;124;10,5;461,4;25317
sex;04/02/2022;17:00;27,1;0,6;124;5,4;917,3;25329
sex;04/02/2022;18:00;27,6;1,4;124;6,3;1194,3;25341
sex;04/02/2022;19:00;27,7;1,3;124;6,3;1196,9;25353
sex;04/02/2022;20:00;27,1;0,6;124;5,9;391,8;25365
sex;04/02/2022;21:00;26,1;0,5;124;10;125,3;25377
sex;04/02/2022;22:00;26,2;0,9;124;5,5;15,1;25389
sex;04/02/2022;23:00;24,8;2,8;124;9,2;0,7;25401
sáb;05/02/2022;0:00;25,4;0;124;9,2;;25413
sáb;05/02/2022;1:00;24;0,7;124;11,1;2,5;25425
sáb;05/02/2022;2:00;23,8;0;124;4,9;;25437
sáb;05/02/2022;3:00;23,7;0;124;0;;25449
sáb;05/02/2022;4:00;23,7;0;124;5,2;;25461
sáb;05/02/2022;5:00;;;;;;25473
sáb;05/02/2022;6:00;;;;;;25485
sáb;05/02/2022;7:00;;;;;;25497
sáb;05/02/2022;8:00;;;;;;25509
sáb;05/02/2022;9:00;;;;;;25521
sáb;05/02/2022;10:00;;;;;;25533
sáb;05/02/2022;11:00;;;;;;25545
sáb;05/02/2022;12:00;;;;;;25557
sáb;05/02/2022;13:00;;;;;;25569
sáb;05/02/2022;14:00;;;;;;25581
sáb;05/02/2022;15:00;;;;;;25593
sáb;05/02/2022;16:00;;;;;;25605
sáb;05/02/2022;17:00;26,2;0,2;128;;1114,8;25617
sáb;05/02/2022;18:00;26,1;0,2;124;5,2;876,1;25629
sáb;05/02/2022;19:00;26,3;0,3;124;5,8;898,4;25641
sáb;05/02/2022;20:00;26,3;0;125;5,5;698,1;25653
sáb;05/02/2022;21:00;24,5;0;129;6,1;159,7;25665
sáb;05/02/2022;22:00;24,3;0;129;0;24,6;25677
sáb;05/02/2022;23:00;24,7;1,5;128;7,7;3,7;25689
dom;06/02/2022;0:00;;;;;;25701
dom;06/02/2022;1:00;;;;;;25713
dom;06/02/2022;2:00;;;;;;25725
dom;06/02/2022;3:00;;;;;;25737
dom;06/02/2022;4:00;;;;;;25749
dom;06/02/2022;5:00;;;;;;25761
dom;06/02/2022;6:00;;;;;;25773
dom;06/02/2022;7:00;;;;;;25785
dom;06/02/2022;8:00;;;;;;25797
dom;06/02/2022;9:00;;;;;;25809
dom;06/02/2022;10:00;;;;;;25821
dom;06/02/2022;11:00;;;;;;25833
dom;06/02/2022;12:00;;;;;;25845
dom;06/02/2022;13:00;28,4;0,1;129;3;1750,7;25857
dom;06/02/2022;14:00;28,4;1,5;129;6,5;2608,1;25869
dom;06/02/2022;15:00;25,3;4,4;124;9,3;1623,5;25881
dom;06/02/2022;16:00;27,2;0,6;124;8,5;1435,5;25893
dom;06/02/2022;17:00;27,7;0,1;124;6,7;1847,8;25905
dom;06/02/2022;18:00;27,6;0;124;4,6;1980;25917
dom;06/02/2022;19:00;24,7;0,7;124;10,8;1403,6;25929
dom;06/02/2022;20:00;25,5;0,2;124;5,8;93,8;25941
dom;06/02/2022;21:00;26;0;124;4,8;125,1;25953
dom;06/02/2022;22:00;25,9;0,1;124;4,1;12,6;25965
dom;06/02/2022;23:00;26,4;0,1;124;5,9;1,7;25977
seg;07/02/2022;0:00;26,3;0,5;124;5,7;1,9;25989
seg;07/02/2022;1:00;25;0;124;5,6;;26001
seg;07/02/2022;2:00;24,4;0;124;0;;26013
seg;07/02/2022;3:00;24,2;0;124;0;2;26025
seg;07/02/2022;4:00;23,6;1,6;124;8,4;4,5;26037
seg;07/02/2022;5:00;23,9;0;124;7,4;2,6;26049
seg;07/02/2022;6:00;23,8;0;124;0;2,2;26061
seg;07/02/2022;7:00;;;;;;26073
seg;07/02/2022;8:00;;;;;;26085
seg;07/02/2022;9:00;;;;;;26097
seg;07/02/2022;10:00;;;;;;26109
seg;07/02/2022;11:00;;;;;;26121
seg;07/02/2022;12:00;;;;;;26133
seg;07/02/2022;13:00;28,1;1,7;124;;905,6;26145
seg;07/02/2022;14:00;28,2;1;124;6,8;1598,9;26157
seg;07/02/2022;15:00;27,9;1,2;124;6,7;1636,5;26169
seg;07/02/2022;16:00;29,3;1,9;124;7,1;1542;26181
seg;07/02/2022;17:00;28;1,3;124;6,5;1983,7;26193
seg;07/02/2022;18:00;28,9;1,1;124;7,2;1994,9;26205
seg;07/02/2022;19:00;28,7;2,3;124;7,5;2272,3;26217
seg;07/02/2022;20:00;28,1;3,7;124;8;1792,1;26229
seg;07/02/2022;21:00;27,1;0,4;124;7,1;416,4;26241
seg;07/02/2022;22:00;26,7;0,7;124;6,4;16,6;26253
seg;07/02/2022;23:00;26,6;0;124;5;;26265
ter;08/02/2022;0:00;26,7;0;124;5,2;;26277
ter;08/02/2022;1:00;26,5;0,1;124;6,6;;26289
ter;08/02/2022;2:00;26,5;0,3;124;4,2;;26301
ter;08/02/2022;3:00;26,3;0;124;5;;26313
ter;08/02/2022;4:00;26,4;0,2;124;4,7;;26325
ter;08/02/2022;5:00;26,1;0;124;6,1;;26337
ter;08/02/2022;6:00;;;;;;26349
ter;08/02/2022;7:00;;;;;;26361
ter;08/02/2022;8:00;;;;;;26373
ter;08/02/2022;9:00;;;;;;26385
ter;08/02/2022;10:00;;;;;;26397
ter;08/02/2022;11:00;;;;;;26409
ter;08/02/2022;12:00;;;;;;26421
ter;08/02/2022;13:00;28,8;1,1;124;;668;26433
ter;08/02/2022;14:00;28,7;0,9;124;6,6;2250,7;26445
ter;08/02/2022;15:00;28,6;3,6;124;7;2131;26457
ter;08/02/2022;16:00;29,1;1,4;124;7,6;2499,8;26469
ter;08/02/2022;17:00;28,9;2,1;124;6,8;2716,7;26481
ter;08/02/2022;18:00;28,9;1,1;124;7,2;2225,7;26493
ter;08/02/2022;19:00;27,9;0,7;124;6,6;1902,6;26505
ter;08/02/2022;20:00;27,6;0;124;5,4;604,8;26517
ter;08/02/2022;21:00;27,1;1,5;124;6,4;185,3;26529
ter;08/02/2022;22:00;26,9;0,4;124;5,9;10,9;26541
ter;08/02/2022;23:00;26,9;0,5;124;5,4;;26553
qua;09/02/2022;0:00;26,8;1,2;124;5,9;;26565
qua;09/02/2022;1:00;26,8;0,6;124;6,4;;26577
qua;09/02/2022;2:00;26,7;0,3;124;5,5;;26589
qua;09/02/2022;3:00;26,6;0,1;124;5,5;;26601
qua;09/02/2022;4:00;26,6;0,3;124;6,5;;26613
qua;09/02/2022;5:00;26,5;0,4;124;4,7;;26625
qua;09/02/2022;6:00;26,3;0,7;124;5,9;;26637
qua;09/02/2022;7:00;26,2;0;124;5,2;;26649
qua;09/02/2022;8:00;26,3;1,9;124;5,6;;26661
qua;09/02/2022;9:00;26,1;0,4;124;6,8;;26673
qua;09/02/2022;10:00;26,3;0;124;5,5;55,5;26685
qua;09/02/2022;11:00;26,9;0,3;124;4,9;361,4;26697
qua;09/02/2022;12:00;27,5;0,4;124;6,3;551,6;26709
qua;09/02/2022;13:00;28,1;1,3;124;6;1988,1;26721
qua;09/02/2022;14:00;28,5;2,4;124;7,1;2399,1;26733
qua;09/02/2022;15:00;29,4;1,3;124;6,9;2388,1;26745
qua;09/02/2022;16:00;28,9;2;124;7,3;2348,9;26757
qua;09/02/2022;17:00;29,4;2,4;124;7,7;2739;26769
qua;09/02/2022;18:00;28;2,3;124;7,7;2191,9;26781
qua;09/02/2022;19:00;27,6;0,5;124;6,9;867,5;26793
qua;09/02/2022;20:00;27,5;1,1;124;7,2;551,7;26805
qua;09/02/2022;21:00;27,2;0,9;124;7,6;331,8;26817
qua;09/02/2022;22:00;26,9;1,2;124;7,6;38,6;26829
qua;09/02/2022;23:00;26,9;1,3;124;6,8;;26841
qui;10/02/2022;0:00;26,8;0,4;124;6,9;;26853
qui;10/02/2022;1:00;26,8;2,9;124;7,7;;26865
qui;10/02/2022;2:00;26,7;0,4;124;6,8;;26877
qui;10/02/2022;3:00;26,6;1,1;124;7,4;;26889
qui;10/02/2022;4:00;26,7;0,1;124;6,8;;26901
qui;10/02/2022;5:00;25,2;0;124;4,9;;26913
qui;10/02/2022;6:00;26,2;1,2;124;5,2;;26925
qui;10/02/2022;7:00;26,2;0;124;6,8;0,8;26937
qui;10/02/2022;8:00;26,3;0,5;124;6,1;0,4;26949
qui;10/02/2022;9:00;26,1;1,2;124;6,8;;26961
qui;10/02/2022;10:00;26,4;2,3;124;6,9;61,5;26973
qui;10/02/2022;11:00;27;1,2;124;7,3;324,6;26985
qui;10/02/2022;12:00;26,7;2,2;124;6,6;466,4;26997
qui;10/02/2022;13:00;28,2;3,5;124;7,4;1206;27009
qui;10/02/2022;14:00;28,5;1,5;124;7,4;2508,1;27021
qui;10/02/2022;15:00;29,3;2,2;124;6,9;2409,5;27033
qui;10/02/2022;16:00;28,6;2,6;124;9,1;1827,5;27045
qui;10/02/2022;17:00;25,4;3,8;124;11,2;1096,6;27057
qui;10/02/2022;18:00;25,8;0,1;124;9,3;721,1;27069
qui;10/02/2022;19:00;25,5;0,2;124;3,9;318,4;27081
